지점명	latitude	longitude	address
스타벅스 영등포신길DT점	37.504557299999995	126.9100739	신길동 252-9 253-331253-333253-334253-335253-336
스타벅스 오산IC DT점	37.1433302	127.0789307	원동 119-85
스타벅스 오산갈곶DT점	37.1290776	127.07122450000001	갈곶동 244-3 245, 245-1, 245-5번지
스타벅스 온천장역DT점	35.223955200000006	129.086568	장전동 607-6
스타벅스 용인김량장DT점	37.239832	127.2104973	김량장동 177-1
스타벅스 용인동백DT점	37.274538899999996	127.14127140000002	상하동 461-2
스타벅스 용인마북DT점	37.294732399999994	127.1102926	마북동 502-152
스타벅스 용인보라DT점	37.2553805	127.10438640000001	보라동 376-6
스타벅스 용인상하DT점	37.2596715	127.1424797	경기 용인시 기흥구 상하동 249-2
스타벅스 용인시청DT점	37.2402898	127.1709346	삼가동 197-4 197-7, 264-6
스타벅스 울산MBC DT점	35.5616281	129.3323601	복산동 40-6
스타벅스 울산남구청DT점	35.5441545	129.3245996	신정동 133-1
스타벅스 울산도산사거리DT점	35.5311407	129.3301545	울산 남구 야음동 580
스타벅스 울산북구청DT점	35.5834832	129.35888390000002	연암동 1223-2 2필지
스타벅스 울산시청사거리DT점	35.5372128	129.313549	달동 875-12
스타벅스 울산정자비치DT점	35.6271636	129.44112890000002	산하동 398
스타벅스 울산중리사거리DT점	35.54388	129.3386831	삼산동 1545-5
스타벅스 울산호계DT점	35.637989000000005	129.345312	울산광역시 북구 농소2동 546-2
스타벅스 원당DT점	37.6581532	126.8376202	주교동 620-1
스타벅스 원주명륜DT점	37.335916	127.9499284	명륜동 290-1
스타벅스 원주반곡DT점	37.3196347	127.97157179999999	반곡동 1141
스타벅스 을숙도강변DT점	35.115260299999996	128.9595779	하단동 1157-17
스타벅스 의왕청계DT점	37.388107700000006	126.9984271	경기 의왕시 청계동 829-4
스타벅스 의정부녹양DT점	37.75847879999999	127.0402351	가능동 93-1 92-2 (2필지)
스타벅스 의정부신곡DT점	37.7261653	127.0647318	경기 의정부시 신곡동 263-17
스타벅스 의정부예술의전당DT점	37.733071	127.0388841	의정부동 543-6
스타벅스 의정부용현DT점	37.730562799999994	127.0843037	경기 의정부시 용현동 189-3 4, 20, 21, 22(5필지)
스타벅스 의정부회룡역DT점	37.7223727	127.04747649999999	호원동 433-1
스타벅스 이천사음DT점	37.2991064	127.4078413	사음동 572-1
스타벅스 이천증포DT점	37.29678320000001	127.45743200000001	경기 이천시 증포동 216-3 216-8, 216-10, 216-13, 217-5, 217-7
스타벅스 익산영등DT점	35.959343100000005	126.9688995	영등동 340-11
스타벅스 인천간석DT점	37.4697191	126.69074509999999	간석동 617-6
스타벅스 인천갈산DT점	37.5187059	126.7320347	갈산동 32-2 34-1
스타벅스 인천강화DT점	37.743419700000004	126.4907102	갑곳리 203-10
스타벅스 인천당하DT점	37.593359	126.675556	당하동 1092-7
스타벅스 인천동춘DT점	37.4124945	126.66439199999999	동춘동 224-5
스타벅스 인천서구청DT점	37.5424162	126.67636	심곡동 248-5
스타벅스 인천송도DT점	37.3994143	126.62975630000001	송도동 8-17 레인보우빌딩
스타벅스 인천용현DT점	37.452337299999996	126.63258090000001	용현동 630-9
스타벅스 인천학익DT점	37.440475	126.662757	인천광역시 남구 학익1동 매소홀로 368
스타벅스 일산덕이DT점	37.69179329999999	126.7565987	덕이동 469 469-1
스타벅스 일산애니골DT점	37.6745369	126.7931915	풍동 609
스타벅스 일산풍동DT점	37.6621092	126.80095130000001	경기 고양시 일산동 풍동 879
스타벅스 전남광양DT점	34.943108	127.697944	전라남도 광양시 중동 1321-5
스타벅스 전북대병원DT점	35.8415265	127.1371127	전북 전주시 덕진구 금암동 1552-19
스타벅스 전북정읍DT점	35.570272700000004	126.8517013	수성동 449-1
스타벅스 전주덕진광장DT점	35.8428779	127.12420530000001	덕진동1가 1275-22
스타벅스 전주백제대로DT점	35.8146019	127.1234249	중화산동2가 648
스타벅스 전주송천DT점	35.867298100000006	127.121917	송천동2가 487
스타벅스 전주평화DT점	35.788362400000004	127.1312939	평화동2가 300-1
스타벅스 전주효자DT점	35.8058839	127.11108429999999	효자동1가 410-6
스타벅스 제주도남DT점	33.4803586	126.523452	도남동 377
스타벅스 제주삼화DT점	33.5117687	126.58047340000002	제주 제주시 도련일동 2191-2
스타벅스 제주성산DT점	33.4445754	126.90950249999999	고성리 238
스타벅스 제주애월DT점	33.4726175	126.34874690000001	고내리 340
스타벅스 제주외도DT점	33.4923073	126.4271223	외도일동 401-1
스타벅스 제주용담DT점	33.512345	126.48456399999999	용담삼동 2572-4 화이트하우스
스타벅스 제주중문DT점	33.254998300000004	126.4159059	제주 서귀포시 천제연로 95
스타벅스 제천DT점	37.1436691	128.2128533	중앙로2가 68-3
스타벅스 종암DT점	37.591952500000005	127.03604009999998	종암동 29-10
스타벅스 진주칠암DT점	35.174793	128.092816	주약동 109-3 9필지
스타벅스 진해자은DT점	35.14379279999999	128.70688130000002	자은동 793-2
스타벅스 창원역DT점	35.25697520000001	128.6078822	팔용동 157-2
스타벅스 창원호계DT점	35.2615074	128.5230356	호계리 177-2
스타벅스 천안IC DT점	36.82037570000001	127.1613598	신부동 495-1
스타벅스 천안두정역DT점	36.8328657	127.1461575	두정동 71-13
스타벅스 천안불당DT점	36.80538189999999	127.106278	불당동 1844
스타벅스 천안서부대로DT점	36.8035728	127.12718000000001	쌍용동 254
스타벅스 천안성정DT점	36.82532	127.1402297	성정동 625-3
스타벅스 청주봉명DT점	36.6385174	127.45983770000001	봉명동 1404 SK주유소
스타벅스 청주비하DT점	36.6384221	127.42219479999999	비하동 671-11
스타벅스 청주사직DT점	36.6358593	127.48118000000001	충북 청주시 서원구 사직동 126-14
스타벅스 청주용담DT점	36.6342108	127.505078	충북 청주시 상당구 용담동 324-36
스타벅스 청주용암DT점	36.607523	127.50391280000001	용암동 1693 행복을 만드는집
스타벅스 청주율량DT점	36.666229	127.49312820000002	율량동 1068
스타벅스 춘천석사DT점	37.8566079	127.7393261	석사동 799-4
스타벅스 춘천후평DT점	37.8792637	127.75075259999998	강원 춘천시 후평동 700-1
스타벅스 충남보령DT점	36.34082539999999	126.58932479999999	궁촌동 133-1
스타벅스 충주시청DT점	36.9901946	127.92868429999999	금릉동 714
스타벅스 충주호암DT점	36.9589788	127.92369840000002	호암동 653-2 4
스타벅스 평내DT점	37.6477605	127.2346938	평내동 246-2
스타벅스 평촌역DT점	37.3965683	126.97161580000001	관양동 902 1필지
스타벅스 평택서정DT점	37.065982	127.063464	서정동 813-2
스타벅스 평택안중DT점	36.9908158	126.91341570000002	현화리 649-4 649-8, 649-10, 652, 652-1
스타벅스 포천DT점	37.8484032	127.1616196	선단동 557
스타벅스 포항쌍용DT점	36.015594	129.353048	경상북도 포항시 남구 상대동 601-2
스타벅스 포항장성DT점	36.0745354	129.38421409999998	장성동 1577-8
스타벅스 포항죽도DT점	36.018436200000004	129.3480514	죽도동 699-1
스타벅스 풍무사거리DT점	37.6077784	126.7227423	풍무동 57-1
스타벅스 풍무역DT점	37.61033320000001	126.73743130000001	풍무동 326-4
스타벅스 하남미사DT점	37.56755029999999	127.18924070000001	망월동 1066-3
스타벅스 해운대달맞이DT점	35.161563	129.17123700000002	부산광역시 해운대구 중동 달맞이길 57
스타벅스 화곡DT점	37.5350355	126.8631182	화곡동 772-67
스타벅스 화성병점DT점	37.2126104	127.03822949999999	진안동 873-4
